flat_type,price,address,buildup_area,which_floor,furnishing,bedrooms,balcony
1 BHK Flat,0.99,Kandivali East,700,middle,Unfurnished,1.0,0.0
3 BHK Flat,2.65,Bhandup West,1758,middle,Semi Furnished,3.0,0.0
1 BHK Flat,1.35,Borivali West,498,lower,Semi Furnished,1.0,0.0
2 BHK Flat,0.28,Boisar,840,lower,Unfurnished,2.0,3.0
3 BHK Flat,5.45,Jogeshwari East,1950,middle,Unfurnished,3.0,1.0
2 BHK Flat,2.55,Powai,900,middle,Semi Furnished,2.0,4.0
4 BHK Flat,5.7,Powai,2080,middle,Semi Furnished,4.0,1.0
2 BHK Flat,0.7,Virar West,950,lower,Semi Furnished,2.0,3.0
1 BHK Flat,1.08,Jogeshwari East,450,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.33,Naigaon East,560,lower,Unfurnished,1.0,2.0
1 BHK Flat,0.28,Virar West,620,lower,Unfurnished,1.0,2.0
1 BHK Flat,0.26,Virar West,600,lower,Semi Furnished,1.0,1.0
2 BHK Flat,2.05,Kandivali East,623,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.8,Sion,1250,middle,Fully Furnished,2.0,3.0
2 BHK Flat,0.37,Virar West,800,lower,Semi Furnished,2.0,1.0
4 BHK Flat,5.5,Santacruz East,2000,lower,Semi Furnished,4.0,4.0
2 BHK Flat,1.92,Mulund West,1245,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.9,Wadala East,950,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.25,Bhandup West,999,lower,Semi Furnished,2.0,1.0
3 BHK Flat,8.25,Santacruz West,1550,lower,Fully Furnished,4.0,4.0
2 BHK Flat,3.8,Vile Parle West,840,lower,Semi Furnished,2.0,2.0
4 BHK Flat,5.3,Andheri West,1850,middle,Fully Furnished,4.0,3.0
4 BHK Flat,7.31,Vile Parle West,1361,lower,Fully Furnished,4.0,0.0
3 BHK Flat,6.75,Powai,1690,middle,Fully Furnished,3.0,0.0
2 BHK Flat,1.35,Dahisar West,710,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.4,Powai,1100,middle,Unfurnished,2.0,1.0
3 BHK Flat,2.5,Kanjurmarg East,1567,middle,Semi Furnished,3.0,0.0
2 BHK Flat,2.2,Kandivali East,1050,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.1,Goregaon East,675,lower,Unfurnished,2.0,0.0
1 BHK Flat,0.75,Dahisar West,450,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.6,Borivali West,800,lower,Fully Furnished,2.0,0.0
3 BHK Flat,3.4,Santacruz East,1300,lower,Fully Furnished,3.0,0.0
1 BHK Flat,0.3,Virar West,650,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.82,Sakinaka,1320,lower,Semi Furnished,2.0,0.0
2 BHK Flat,3.0,Vikhroli East,1250,middle,Unfurnished,2.0,1.0
3 BHK Flat,5.0,Vikhroli East,1550,middle,Semi Furnished,3.0,0.0
2 BHK Flat,2.4,Kurla West,1130,lower,Semi Furnished,2.0,3.0
1 BHK Flat,0.23,Boisar,620,lower,Semi Furnished,2.0,2.0
3 BHK Flat,7.2,Worli,1600,higher,Semi Furnished,3.0,0.0
2 BHK Flat,2.0,Kanjurmarg West,910,higher,Unfurnished,2.0,0.0
2 BHK Flat,3.1,Borivali East,1125,middle,Fully Furnished,2.0,1.0
1 BHK Flat,0.8,Dahisar East,450,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.4,Nalasopara West,1116,lower,Semi Furnished,1.0,1.0
1 BHK Flat,0.54,Malad West,421,middle,Unfurnished,1.0,0.0
2 BHK Flat,2.1,Vikhroli West,900,middle,Fully Furnished,2.0,2.0
3 BHK Flat,0.96,Goregaon East,1300,lower,Unfurnished,3.0,1.0
2 BHK Flat,2.0,Bandra East,930,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.5,Kandivali West,750,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.68,Mira Road East,675,lower,Semi Furnished,1.0,2.0
1 BHK Flat,0.27,Virar West,668,lower,Fully Furnished,1.0,0.0
2 BHK Flat,2.0,Kanjurmarg East,819,middle,Unfurnished,2.0,0.0
3 BHK Flat,0.85,Nalasopara West,1265,lower,Semi Furnished,3.0,4.0
2 BHK Flat,2.35,Andheri West,950,lower,Fully Furnished,2.0,0.0
2 BHK Flat,3.6,Andheri West,1200,middle,Semi Furnished,2.0,0.0
2 BHK Flat,0.57,Naigaon East,995,lower,Unfurnished,2.0,1.0
1 BHK Flat,0.95,Powai,570,lower,Unfurnished,1.0,0.0
2 BHK Flat,2.25,Kandivali East,1090,lower,Fully Furnished,2.0,2.0
2 BHK Flat,2.1,Powai,1135,lower,Unfurnished,2.0,2.0
3 BHK Flat,3.7,Chembur,1380,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.32,Mira Road East,990,lower,Semi Furnished,2.0,3.0
2 BHK Flat,0.75,Goregaon East,870,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.6,Jogeshwari West,800,middle,Semi Furnished,2.0,1.0
3 BHK Flat,7.25,Andheri West,1690,lower,Unfurnished,3.0,2.0
2 BHK Flat,4.5,Santacruz West,975,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.25,Andheri West,920,lower,Unfurnished,2.0,0.0
2 BHK Flat,0.32,Naigaon East,650,lower,Semi Furnished,2.0,2.0
1 BHK Flat,1.45,Andheri West,790,middle,Unfurnished,1.0,0.0
2 BHK Flat,1.6,Powai,1000,lower,Semi Furnished,2.0,0.0
3 BHK Flat,2.9,Powai,1370,lower,Semi Furnished,3.0,0.0
2 BHK Flat,2.0,Andheri West,1000,lower,Unfurnished,2.0,2.0
3 BHK Flat,5.45,Prabhadevi,1500,middle,Fully Furnished,3.0,1.0
2 BHK Flat,1.69,Kandivali East,1000,middle,Semi Furnished,2.0,0.0
3 BHK Flat,4.5,Powai,1450,middle,Semi Furnished,3.0,2.0
1 BHK Flat,1.1,Ghatkopar West,550,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.85,Malad West,400,lower,Semi Furnished,1.0,0.0
2 BHK Flat,2.65,Andheri West,1000,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.95,Kandivali East,1001,lower,Semi Furnished,2.0,3.0
1 BHK Flat,0.33,Nalasopara East,650,lower,Semi Furnished,2.0,2.0
1 BHK Flat,0.9,Kandivali East,700,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.5,Mira Road East,1200,lower,Fully Furnished,2.0,3.0
1 BHK Flat,0.53,Goregaon East,540,lower,Semi Furnished,1.0,1.0
4 BHK Flat,4.95,Goregaon West,2400,middle,Semi Furnished,4.0,3.0
2 BHK Flat,5.5,Bandra West,1100,lower,Semi Furnished,2.0,0.0
3 BHK Flat,2.1,Kandivali East,1255,middle,Unfurnished,3.0,0.0
2 BHK Flat,1.75,Kandivali West,1141,lower,Fully Furnished,1.0,2.0
1 BHK Flat,1.32,Andheri East,710,middle,Unfurnished,1.0,0.0
2 BHK Flat,2.35,Andheri West,1050,lower,Unfurnished,2.0,1.0
3 BHK Flat,2.75,Santacruz East,900,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.36,Goregaon West,1665,middle,Fully Furnished,2.0,0.0
1 BHK Flat,1.09,Andheri East,480,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.3,Andheri East,550,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.5,Kanjurmarg East,675,lower,Semi Furnished,2.0,0.0
3 BHK Flat,6.25,Matunga West,1300,lower,Semi Furnished,3.0,0.0
1 BHK Flat,0.95,Dahisar West,550,lower,Unfurnished,1.0,0.0
2 BHK Flat,1.9,Powai,910,middle,Semi Furnished,2.0,1.0
1 BHK Flat,0.53,Kandivali West,410,middle,Unfurnished,1.0,1.0
3 BHK Flat,2.6,others,1296,middle,Unfurnished,3.0,0.0
2 BHK Flat,9.25,Churchgate,1400,middle,Semi Furnished,2.0,0.0
3 BHK Flat,7.5,others,1650,higher,Semi Furnished,3.0,0.0
3 BHK Flat,3.85,Bhandup West,1450,lower,Semi Furnished,3.0,1.0
3 BHK Flat,8.0,Santacruz West,1700,lower,Semi Furnished,3.0,0.0
3 BHK Flat,7.4,Vile Parle West,1550,lower,Unfurnished,3.0,0.0
3 BHK Flat,7.0,Powai,1690,middle,Fully Furnished,3.0,1.0
3 BHK Flat,5.35,Powai,1295,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.15,Powai,1365,middle,Unfurnished,3.0,1.0
1 BHK Flat,1.25,Bhandup West,450,middle,Semi Furnished,1.0,1.0
2 BHK Flat,1.92,Powai,975,lower,Unfurnished,2.0,1.0
2 BHK Flat,3.0,Vikhroli East,1200,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.35,Kurla West,1130,lower,Semi Furnished,2.0,3.0
3 BHK Flat,8.5,Lower Parel,3500,higher,Semi Furnished,3.0,3.0
2 BHK Flat,2.2,Powai,2050,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.55,Kandivali West,421,middle,Unfurnished,1.0,0.0
2 BHK Flat,1.66,Goregaon East,888,lower,Semi Furnished,2.0,2.0
1 BHK Flat,1.4,Andheri West,440,lower,Unfurnished,1.0,0.0
3 BHK Flat,4.21,Goregaon East,1550,lower,Semi Furnished,3.0,1.0
1 BHK Flat,1.25,Powai,450,lower,Unfurnished,1.0,0.0
2 BHK Flat,2.15,Kandivali East,1000,lower,Fully Furnished,2.0,3.0
1 BHK Flat,1.05,Jogeshwari West,550,lower,Semi Furnished,1.0,0.0
3 BHK Flat,7.0,Santacruz West,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.4,Borivali East,1020,middle,Unfurnished,3.0,2.0
1 BHK Flat,0.97,Andheri West,500,lower,Unfurnished,1.0,1.0
2 BHK Flat,3.15,Sewri,850,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.75,Matunga East,890,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.85,Vile Parle East,575,lower,Semi Furnished,2.0,0.0
3 BHK Flat,4.25,Goregaon East,1298,middle,Semi Furnished,3.0,3.0
2 BHK Flat,2.9,Andheri West,1050,lower,Unfurnished,2.0,3.0
2 BHK Flat,1.05,Mira Road East,1050,lower,Unfurnished,2.0,3.0
1 BHK Flat,0.95,Bhandup West,600,lower,Semi Furnished,1.0,0.0
2 BHK Flat,2.7,Andheri West,850,lower,Fully Furnished,2.0,0.0
1 BHK Flat,1.25,Andheri East,600,lower,Semi Furnished,1.0,1.0
2 BHK Flat,1.97,Mulund East,950,middle,Unfurnished,2.0,0.0
3 BHK Flat,6.25,Dadar West,1050,lower,Semi Furnished,3.0,0.0
2 BHK Flat,3.72,Colaba,1100,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.2,Borivali West,1000,lower,Unfurnished,3.0,0.0
2 BHK Flat,2.25,Powai,1100,lower,Semi Furnished,2.0,1.0
2 BHK Flat,2.25,Powai,845,lower,Semi Furnished,2.0,0.0
3 BHK Flat,13.0,Worli,2150,middle,Semi Furnished,3.0,2.0
2 BHK Flat,2.27,Bhandup West,999,lower,Semi Furnished,2.0,1.0
3 BHK Flat,6.5,Andheri West,2200,lower,Semi Furnished,4.0,3.0
3 BHK Flat,10.0,Santacruz West,1200,lower,Semi Furnished,3.0,1.0
1 BHK Flat,2.0,Vile Parle West,550,lower,Semi Furnished,2.0,0.0
2 BHK Flat,3.5,Powai,1050,middle,Semi Furnished,2.0,1.0
3 BHK Flat,4.15,Goregaon East,3375,lower,Fully Furnished,3.0,3.0
1 BHK Flat,1.52,Powai,535,lower,Semi Furnished,1.0,0.0
3 BHK Flat,5.2,Powai,1335,middle,Unfurnished,3.0,2.0
2 BHK Flat,2.4,Andheri East,1140,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.48,Bhandup West,600,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.18,Powai,975,lower,Unfurnished,2.0,3.0
1 BHK Flat,1.6,Vikhroli East,700,lower,Semi Furnished,1.0,0.0
3 BHK Flat,3.75,Kurla West,2100,lower,Semi Furnished,3.0,2.0
3 BHK Flat,2.7,Kandivali East,1125,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.95,Goregaon East,1184,lower,Unfurnished,3.0,0.0
2 BHK Flat,1.85,Powai,1100,lower,Unfurnished,2.0,1.0
2 BHK Flat,0.89,Mira Road East,841,lower,Semi Furnished,2.0,3.0
3 BHK Flat,3.45,Kandivali East,1680,middle,Unfurnished,3.0,1.0
2 BHK Flat,2.0,Powai,975,lower,Unfurnished,2.0,1.0
1 BHK Flat,2.75,Worli,800,lower,Fully Furnished,1.0,0.0
3 BHK Flat,4.0,Powai,1740,middle,Fully Furnished,3.0,2.0
2 BHK Flat,1.95,Ghatkopar West,840,middle,Semi Furnished,2.0,0.0
3 BHK Flat,3.3,Goregaon West,1306,middle,Semi Furnished,3.0,3.0
2 BHK Flat,0.98,Mira Road East,1020,lower,Unfurnished,2.0,4.0
2 BHK Flat,4.0,Bandra West,1050,lower,Semi Furnished,2.0,0.0
3 BHK Flat,9.25,Santacruz West,1950,lower,Fully Furnished,3.0,0.0
2 BHK Flat,1.99,Kanjurmarg East,875,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.25,Mulund East,620,middle,Unfurnished,1.0,0.0
1 BHK Flat,2.5,Dadar West,575,lower,Semi Furnished,1.0,0.0
2 BHK Flat,4.6,Byculla,1277,higher,Semi Furnished,2.0,0.0
2 BHK Flat,2.0,Dahisar West,1050,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.5,Borivali West,750,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.58,Powai,987,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.89,Powai,970,lower,Unfurnished,2.0,1.0
3 BHK Flat,3.05,Mulund West,1355,middle,Semi Furnished,3.0,1.0
3 BHK Flat,5.25,Lower Parel,1350,higher,Semi Furnished,3.0,0.0
1 BHK Flat,1.5,Powai,600,middle,Semi Furnished,1.0,0.0
2 BHK Flat,1.05,Thane West,743,middle,Fully Furnished,2.0,0.0
2 BHK Flat,3.75,Sewri,950,middle,Semi Furnished,2.0,0.0
1 BHK Flat,1.3,Andheri East,500,lower,Fully Furnished,1.0,1.0
2 BHK Flat,1.7,Goregaon West,900,middle,Fully Furnished,2.0,0.0
2 BHK Flat,3.9,Santacruz West,918,lower,Semi Furnished,2.0,1.0
1 BHK Flat,0.62,Mira Road East,710,lower,Semi Furnished,1.0,3.0
1 BHK Flat,0.4,Naigaon East,624,lower,Semi Furnished,1.0,2.0
2 BHK Flat,1.25,Borivali East,650,lower,Semi Furnished,2.0,0.0
3 BHK Flat,0.95,Mira Road East,635,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.5,Vile Parle East,1000,lower,Fully Furnished,3.0,3.0
3 BHK Flat,6.35,Dadar East,1173,middle,Semi Furnished,3.0,0.0
2 BHK Flat,1.96,Powai,1100,lower,Semi Furnished,2.0,1.0
3 BHK Flat,5.8,Matunga West,1380,middle,Semi Furnished,3.0,1.0
1 BHK Flat,0.99,Bhandup East,630,lower,Fully Furnished,2.0,0.0
2 BHK Flat,5.15,Worli,895,higher,Semi Furnished,2.0,0.0
1 BHK Flat,0.65,Bhandup West,350,lower,Semi Furnished,1.0,0.0
2 BHK Flat,0.83,Mira Road East,850,lower,Unfurnished,2.0,3.0
2 BHK Flat,0.75,Mira Road East,700,lower,Unfurnished,2.0,3.0
1 BHK Flat,1.65,Byculla,665,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.95,Bhayandar East,880,lower,Semi Furnished,2.0,3.0
3 BHK Flat,2.18,Borivali East,850,lower,Unfurnished,3.0,0.0
1 BHK Flat,0.85,Bhandup West,497,lower,Semi Furnished,2.0,2.0
1 BHK Flat,0.3,Naigaon East,535,lower,Semi Furnished,1.0,3.0
2 BHK Flat,1.7,Kandivali West,750,lower,Unfurnished,1.0,0.0
3 BHK Flat,2.6,Andheri East,950,lower,Semi Furnished,3.0,0.0
2 BHK Flat,2.66,Andheri East,933,lower,Semi Furnished,2.0,1.0
2 BHK Flat,2.4,Goregaon East,1290,middle,Semi Furnished,2.0,3.0
3 BHK Flat,3.85,Kandivali East,1200,middle,Semi Furnished,3.0,3.0
1 BHK Flat,1.9,Andheri West,620,lower,Semi Furnished,1.0,0.0
1 BHK Flat,1.45,Malad West,550,lower,Fully Furnished,1.0,1.0
2 BHK Flat,1.73,Borivali East,870,middle,Fully Furnished,2.0,1.0
1 BHK Flat,0.35,Virar West,570,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.6,Kandivali East,900,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.98,Malad West,850,lower,Fully Furnished,1.0,0.0
1 BHK Flat,0.46,Mira Road East,470,lower,Unfurnished,1.0,0.0
2 BHK Flat,1.29,Goregaon East,1077,middle,Semi Furnished,2.0,0.0
1 BHK Flat,0.96,Andheri East,567,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.95,Borivali East,615,lower,Semi Furnished,1.0,0.0
1 BHK Flat,1.35,Kandivali West,550,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.6,Thane West,670,middle,Semi Furnished,1.0,2.0
3 BHK Flat,2.7,Wadala,1100,lower,Semi Furnished,3.0,0.0
1 BHK Flat,0.82,Dahisar East,575,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.65,Goregaon West,820,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.84,Chembur,1120,lower,Unfurnished,2.0,0.0
3 BHK Flat,5.6,Andheri West,1850,middle,Semi Furnished,3.0,2.0
2 BHK Flat,2.85,Andheri West,1200,lower,Fully Furnished,2.0,1.0
2 BHK Flat,1.7,Powai,950,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.65,Mira Road East,985,lower,Semi Furnished,2.0,2.0
2 BHK Flat,0.42,Jogeshwari West,560,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.83,Mulund West,1150,lower,Fully Furnished,2.0,0.0
2 BHK Flat,2.35,Andheri West,900,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.52,Mira Road East,570,middle,Unfurnished,1.0,2.0
1 BHK Flat,1.05,Ghatkopar West,725,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.45,Goregaon West,650,lower,Semi Furnished,1.0,0.0
2 BHK Flat,2.75,Matunga East,730,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.58,Vasai West,800,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.09,others,445,lower,Fully Furnished,1.0,2.0
3 BHK Flat,4.2,Jogeshwari West,1450,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.15,Andheri West,1400,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.25,Andheri West,2000,lower,Unfurnished,3.0,0.0
2 BHK Flat,3.0,Andheri West,1100,lower,Unfurnished,2.0,0.0
1 BHK Flat,0.54,Kandivali West,410,middle,Unfurnished,2.0,0.0
3 BHK Flat,3.0,Kandivali East,1360,middle,Unfurnished,3.0,2.0
3 BHK Flat,0.85,Goregaon East,1278,lower,Semi Furnished,3.0,0.0
3 BHK Flat,13.5,Malabar Hill,1750,lower,Semi Furnished,3.0,0.0
1 BHK Flat,0.53,Kandivali West,410,middle,Unfurnished,1.0,0.0
1 BHK Flat,0.65,Thane West,560,middle,Semi Furnished,1.0,1.0
1 BHK Flat,1.2,Chembur,600,lower,Fully Furnished,2.0,0.0
1 BHK Flat,0.52,Kandivali West,410,middle,Unfurnished,1.0,0.0
1 BHK Flat,1.38,Jogeshwari East,500,lower,Fully Furnished,1.0,0.0
3 BHK Flat,2.85,Andheri West,1250,middle,Unfurnished,3.0,0.0
2 BHK Flat,0.68,Vasai West,920,lower,Semi Furnished,2.0,1.0
1 BHK Flat,0.91,Andheri East,550,lower,Unfurnished,1.0,1.0
2 BHK Flat,1.8,Mulund West,900,lower,Semi Furnished,2.0,1.0
1 BHK Flat,1.2,Vikhroli East,690,lower,Semi Furnished,1.0,2.0
3 BHK Flat,6.0,Bandra West,1400,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.15,Thane West,1100,middle,Semi Furnished,2.0,1.0
1 BHK Flat,0.42,Vasai West,585,lower,Unfurnished,1.0,0.0
3 BHK Flat,3.0,Andheri West,1350,lower,Semi Furnished,3.0,0.0
1 BHK Flat,0.54,Kandivali West,420,middle,Unfurnished,1.0,0.0
3 BHK Flat,1.95,Kandivali East,1255,middle,Semi Furnished,3.0,1.0
2 BHK Flat,1.25,Kandivali West,750,middle,Unfurnished,2.0,0.0
2 BHK Flat,0.36,Virar West,850,lower,Unfurnished,2.0,1.0
1 BHK Flat,1.3,Andheri East,460,lower,Fully Furnished,1.0,2.0
2 BHK Flat,2.25,Kandivali West,860,lower,Fully Furnished,1.0,1.0
3 BHK Flat,5.0,Bandra East,2500,lower,Semi Furnished,3.0,0.0
1 BHK Flat,0.58,Kandivali West,410,middle,Unfurnished,1.0,0.0
2 BHK Flat,2.5,Byculla,950,middle,Unfurnished,2.0,1.0
1 BHK Flat,1.1,Mulund West,615,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.34,Naigaon East,590,lower,Unfurnished,2.0,2.0
2 BHK Flat,2.3,Malad West,900,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.9,Andheri West,900,middle,Semi Furnished,2.0,2.0
2 BHK Flat,2.8,Andheri West,850,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.4,Parel,700,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.95,Mira Road East,780,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.75,Kandivali West,820,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.15,Mira Road East,960,middle,Semi Furnished,2.0,3.0
1 BHK Flat,1.2,Goregaon West,650,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.7,Mira Road East,676,lower,Semi Furnished,1.0,2.0
2 BHK Flat,2.4,Malad West,1190,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.43,Sion,811,lower,Semi Furnished,2.0,1.0
1 BHK Flat,0.61,Thane West,650,middle,Semi Furnished,1.0,0.0
1 BHK Flat,0.28,Naigaon East,550,lower,Unfurnished,1.0,0.0
3 BHK Flat,7.3,Andheri East,1820,middle,Semi Furnished,3.0,2.0
2 BHK Flat,1.37,Goregaon West,599,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.45,Virar West,850,lower,Semi Furnished,2.0,4.0
2 BHK Flat,0.5,Naigaon East,610,lower,Semi Furnished,2.0,3.0
1 BHK Flat,1.85,Mahim,700,lower,Unfurnished,1.0,1.0
1 BHK Flat,0.95,Vile Parle West,650,lower,Semi Furnished,1.0,0.0
1 BHK Flat,2.0,Byculla,650,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.92,Kandivali East,565,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.4,Bhayandar East,820,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.5,Dadar West,660,lower,Fully Furnished,2.0,0.0
3 BHK Flat,4.21,Andheri West,1100,middle,Semi Furnished,3.0,0.0
1 BHK Flat,0.6,Govandi,500,lower,Unfurnished,1.0,0.0
1 BHK Flat,1.95,Prabhadevi,550,middle,Unfurnished,1.0,1.0
2 BHK Flat,3.05,Dadar East,950,lower,Semi Furnished,2.0,1.0
1 BHK Flat,0.55,Mira Road East,550,lower,Semi Furnished,2.0,3.0
1 BHK Flat,0.41,Thane West,558,lower,Unfurnished,1.0,1.0
1 BHK Flat,1.25,Chembur,550,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.95,Mulund West,500,lower,Semi Furnished,1.0,0.0
2 BHK Flat,0.55,Virar West,960,lower,Semi Furnished,2.0,1.0
3 BHK Flat,3.75,Andheri East,1400,lower,Semi Furnished,3.0,3.0
1 BHK Flat,0.63,Mira Road East,675,lower,Semi Furnished,1.0,3.0
1 BHK Flat,0.95,Andheri East,525,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.45,Kandivali East,800,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.9,Goregaon East,950,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.4,Jogeshwari East,650,lower,Semi Furnished,1.0,0.0
3 BHK Flat,2.8,Sion,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.05,Kandivali East,1250,middle,Unfurnished,3.0,0.0
3 BHK Flat,6.0,Andheri West,2200,middle,Fully Furnished,3.0,3.0
2 BHK Flat,3.0,Andheri West,1100,lower,Fully Furnished,2.0,0.0
1 BHK Flat,0.2,Virar East,460,lower,Unfurnished,1.0,0.0
1 BHK Flat,1.05,Bhandup West,650,lower,Semi Furnished,1.0,0.0
3 BHK Flat,11.0,Prabhadevi,3500,middle,Semi Furnished,3.0,0.0
2 BHK Flat,1.85,Chembur,925,lower,Fully Furnished,2.0,1.0
2 BHK Flat,1.55,Chembur,630,lower,Fully Furnished,2.0,0.0
3 BHK Flat,2.05,Kandivali East,1250,middle,Fully Furnished,3.0,1.0
2 BHK Flat,1.65,Vikhroli West,1070,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.85,Mira Road East,745,middle,Semi Furnished,2.0,3.0
2 BHK Flat,0.36,Virar West,934,lower,Unfurnished,2.0,3.0
2 BHK Flat,0.45,Naigaon East,950,lower,Unfurnished,2.0,2.0
3 BHK Flat,5.0,Khar West,1023,lower,Semi Furnished,3.0,2.0
2 BHK Flat,1.85,Bhandup West,1050,middle,Fully Furnished,2.0,3.0
2 BHK Flat,1.65,Andheri East,900,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.95,Santacruz West,1000,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.1,Chembur,580,lower,Semi Furnished,1.0,0.0
3 BHK Flat,3.1,Santacruz East,1080,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.6,Malad East,1690,higher,Semi Furnished,3.0,3.0
1 BHK Flat,0.55,Vasai West,880,lower,Semi Furnished,1.0,2.0
2 BHK Flat,3.75,Parel,960,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.0,Thane West,890,middle,Semi Furnished,2.0,0.0
2 BHK Flat,6.85,Tardeo,1275,middle,Semi Furnished,2.0,0.0
1 BHK Flat,0.61,Goregaon East,610,lower,Semi Furnished,1.0,0.0
3 BHK Flat,4.0,Sewri,1600,middle,Unfurnished,3.0,1.0
1 BHK Flat,1.0,Bhandup West,634,lower,Unfurnished,1.0,0.0
2 BHK Flat,1.15,Thane West,900,middle,Semi Furnished,2.0,1.0
1 BHK Flat,0.85,Andheri West,400,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.85,Bhandup West,650,middle,Unfurnished,1.0,1.0
2 BHK Flat,2.15,Mulund West,629,middle,Unfurnished,2.0,3.0
2 BHK Flat,2.08,Chembur,1100,lower,Unfurnished,2.0,0.0
3 BHK Flat,4.35,Mulund West,1680,middle,Semi Furnished,3.0,1.0
2 BHK Flat,4.0,Santacruz West,1200,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.6,Powai,580,middle,Unfurnished,1.0,0.0
1 BHK Flat,1.0,Kanjurmarg East,550,lower,Semi Furnished,1.0,0.0
2 BHK Flat,2.15,Malad West,850,middle,Semi Furnished,2.0,2.0
1 BHK Flat,0.38,Vasai West,530,lower,Semi Furnished,1.0,0.0
2 BHK Flat,3.5,Vikhroli East,810,lower,Semi Furnished,2.0,2.0
2 BHK Flat,1.0,Chembur,490,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.9,Chembur,810,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.9,Santacruz West,600,lower,Semi Furnished,1.0,0.0
